,Product name: ,Price: ,Shipping: ,Total: ,URL: 
272,"Ca$hflow Mine All Mine 12"" vinyl single record (Maxi) UK",22.9,8.92,31.82,https://www.ebay.com.au/itm/294788227672?hash=item44a2bf6258:g:hrIAAOSwjbph-Uq6
273,"Mine All Mine Ca$hflow UK 12"" vinyl single record (Maxi)",22.9,8.92,31.82,https://www.ebay.com.au/itm/393903785117?hash=item5bb67ec49d:g:dXQAAOSwHkBh9BVX
274,Ca$hflow Ca$hflow vinyl LP album record UK JABH17 CLUB 1986,24.84,8.92,33.76,https://www.ebay.com.au/itm/393907262396?hash=item5bb6b3d3bc:g:3JcAAOSwAIxh9774
275,"Ca$hflow ‎ –  Party Freak  1986  US Vinyl 12"" Single   884 454 1     NMINT",20.75,18.78,39.53,https://www.ebay.com.au/itm/324479853931?hash=item4b8c81a56b:g:knwAAOSwvGNfTmv-
276,Ca$hflow vinyl LP  record Ca$hflow - Gold St... UK promo,32.51,8.92,41.43,https://www.ebay.com.au/itm/275151327326?hash=item40104c105e:g:2m4AAOSwk45h-sOl
277,"CA$HFLOW, 1986 Vinyl LP Atlanta Artists Records 826-028-1M-1.",22.65,33.15,55.8,https://www.ebay.com.au/itm/333147137491?hash=item4d911de5d3:g:Vr4AAOSwWUlapBlk
278,VINYL LP Ca$hflow ‎– Party Freak VG,35.76,20.68,56.44,https://www.ebay.com.au/itm/164638840483?hash=item26553d56a3:g:wpIAAOSwH1xf~K6F
279,"CA$HFLOW ""Reach Out"" Vinyl 12"" Single - 1986 Atlanta Artists 888-005-1 NM / EX",30.35,29.38,59.730000000000004,https://www.ebay.com.au/itm/153239092020?hash=item23adc2fb34:g:Em4AAOSwOrpb2IXb
280,LP: Ca$hflow: Ca$hflow Vinyl 1986 PolyGram records see photos Free shipping,36.15,35.54,71.69,https://www.ebay.com.au/itm/255664503700?hash=item3b86cabb94:g:sBgAAOSw6r5io9sI
281,Steely Dan Pretzel Logic - 5th UK vinyl LP album record,38.27,8.92,47.190000000000005,https://www.ebay.com.au/itm/275408387731?hash=item401f9e7e93:g:FZoAAOSw47Ri6IXW
282,Steely Dan PRETZEL LOGIC Vinyl LP ABC RECORDS ABCL 5045 GATEFOLD UK Re-issue VG,22.65,27.57,50.22,https://www.ebay.com.au/itm/125441039740?hash=item1d34de5d7c:g:fOcAAOSwzmBi5k5N
283,STEELY DAN - PRETZEL LOGIC VINYL 45 RPM.USA ISSUE.PLAYS EXCELLENT.,23.54,29.1,52.64,https://www.ebay.com.au/itm/304566822274?hash=item46e998e582:g:s9IAAOSwbQ9i1Fhr
284,STEELY DAN - Pretzel Logic LP vinyl Australian Pressing ABC Records Gatefold,40.0,12.7,52.7,https://www.ebay.com.au/itm/165566100471?hash=item268c8233f7:g:e44AAOSwkj5ixjRQ
285,"STEELY DAN pretzel logic LP EX-/EX, ABCL 5045, vinyl, album, gatefold, uk, 1974",49.53,0.0,49.53,https://www.ebay.com.au/itm/304295676599?hash=item46d96f8ab7:g:yqsAAOSw7Cdh2d6P
286,"$14.99 or LESS ""L-Z"" Vinyl Records You Pick, Rock/Jazz/Soul/ETC Upd. 08/08",8.68,36.41,45.089999999999996,https://www.ebay.com.au/itm/224327545591?hash=item343af6b2f7:g:SZ8AAOSw3Jhf~kwv
287,STEELY DAN PRETZEL LOGIC MCA VIM-4042 JAPAN OBI VINYL LP,29.64,26.03,55.67,https://www.ebay.com.au/itm/234644784644?hash=item36a1eb4604:i:234644784644
288,Steely Dan  Pretzel Logic (Rare Original Vintage vinyl)ABC Records ABCD-808,33.26,29.48,62.739999999999995,https://www.ebay.com.au/itm/165611541527?hash=item268f379417:g:EgcAAOSwmdFiW3XU
289,Steely Dan ‎– Pretzel Logic 1974 MCA ABCD-808 RE Jacket VG+ Vinyl NM- Rikki,29.28,35.38,64.66,https://www.ebay.com.au/itm/115475036891?hash=item1ae2d93adb:g:UIkAAOSwrtpi3v64
290,Pretzel Logic--Steely Dan--Record LP Vinyl-1980--MCA--MCA-37042,36.14,29.53,65.67,https://www.ebay.com.au/itm/144472808422?hash=item21a3401be6:g:d2EAAOSwg3ViOfaa
291,"Mos Def/Diverse ""Wylin' Out"" 12"" VG+ Orig Talib Kweli Black Star OOP",22.25,31.73,53.980000000000004,https://www.ebay.com.au/itm/351740768545?hash=item51e5623121:g:edEAAOSwepZXQmj3
292,Mos Def & Talib Kweli Are Black Star - Slipcase,38.36,16.3,54.66,https://www.ebay.com.au/itm/314069464175?hash=item491fffb46f:g:ZPoAAOSw74tizH4A
293,"Mos Def ""Sex Love Money"" 12"" Orig Talib Kweli Black Star OOP",23.84,31.73,55.57,https://www.ebay.com.au/itm/350720857632?hash=item51a8979620:g:bpsAAMXQs6FRJQ4D
294,"Talib Kweli ""Around My Way"" 12"" Orig Mos Def Black Star OOP vinyl John Legend",23.84,31.73,55.57,https://www.ebay.com.au/itm/350609242116?hash=item51a1f07804:g:JtcAAMXQQANREz1I
295,"Black Star RE-DEFinition 12""  Mos Def Talib Kweli",28.91,29.35,58.260000000000005,https://www.ebay.com.au/itm/274838033065?hash=item3ffd9f92a9:g:NGMAAOSw-XJgzMBL
296,"Mos Def & Talib Kweli Are Black Star - Respiration (12"")",29.71,0.0,29.71,https://www.ebay.com.au/itm/403766859419?hash=item5e0261569b:g:4XAAAOSwPKpiy0ca
297,"Mos Def/Black Star ""split"" 12"" Orig Talib Kweli Common OOP",31.8,31.73,63.53,https://www.ebay.com.au/itm/351744450454?hash=item51e59a5f96:g:qY4AAOSwQaJXSP1K
298,The Hurricane Soundtrack: Sampler - Audio Cassette Tape - Mos Def - Black Star,46.26,24.74,71.0,https://www.ebay.com.au/itm/184586318287?hash=item2afa33b1cf:g:kqcAAOSw-11f3Xkv
299,"BLACK STAR MOS DEF TALIB KWELI Definition 12"" PROMO ONLY VINYL Hip Hop Rap lp NM",36.08,40.17,76.25,https://www.ebay.com.au/itm/134041263455?hash=item1f357b5d5f:g:zScAAOSwGWliH-xn
300,BLACK STAR MOS DEF TALIB KWELI DEFINITION TWICE INNA 12” 1998 VINYL,40.16,38.28,78.44,https://www.ebay.com.au/itm/304575703770?hash=item46ea206ada:g:BaoAAOSwcxpi3ztC
301,MOS DEF*black on both sides*2LP SET VINYL RAWKUS RWK-1175 VG/VG 1999 ORIGINAL🎵,67.95,30.27,98.22,https://www.ebay.com.au/itm/165235857352?hash=item2678d317c8:g:q4AAAOSw-NZhun90
302,Black On Both Sides (2015) • Mos Def • NEW/SEALED Vinyl LP Record,85.32,25.67,110.99,https://www.ebay.com.au/itm/224687068875?epid=18046059940&hash=item34506496cb:g:QjAAAOSwYBxhiSuE
303,"D'Angelo & The Vanguard Black Messiah Vinyl / 12"" Album NEW",44.06,3.3,47.36,https://www.ebay.com.au/itm/284906535043?epid=13050151754&hash=item4255c0b883:g:mGcAAOSwsJBi2w4f
304,"D'Angelo & The Vanguard Black Messiah Vinyl / 12"" Album NEU",47.17,4.85,52.02,https://www.ebay.com.au/itm/284907830559?epid=208308364&hash=item4255d47d1f:g:cT8AAOSwNCRi3JMu
305,D'angelo And The Vanguard - Black Messiah [VINYL],52.1,0.0,52.1,https://www.ebay.com.au/itm/275318725387?epid=13050151754&hash=item401a465b0b:g:9HoAAOSw49Fih284
306,"D'Angelo & The Vanguard Black Messiah (US IMPORT) Vinyl / 12"" Album NEW",50.17,3.3,53.47,https://www.ebay.com.au/itm/115458805526?epid=13050151754&hash=item1ae1e18f16:g:9qoAAOSwwYZiyITT
307,"D'Angelo & The Vanguard Black Messiah Vinyl / 12"" Album NEW",47.78,5.75,53.53,https://www.ebay.com.au/itm/284905122617?epid=9052229412&hash=item4255ab2b39:g:OyIAAOSwCVhi2Z0Q
308,"D'Angelo & The Vanguard Black Messiah Vinyl / 12"" Album NEW",56.14,4.92,61.06,https://www.ebay.com.au/itm/234617319819?hash=item36a048318b:g:tBwAAOSwx7RiyJZI
309,"D'Angelo & The Vanguard Black Messiah Vinyl / 12"" Album NEW",54.78,6.36,61.14,https://www.ebay.com.au/itm/403762836821?epid=6046047214&hash=item5e0223f555:g:e08AAOSwiRhiyHrk
310,"D'Angelo & The Vanguard Black Messiah Vinyl / 12"" Album NUOVO",58.15,4.85,63.0,https://www.ebay.com.au/itm/115458814292?hash=item1ae1e1b154:g:-FsAAOSw8nxiyIeQ
311,"D'Angelo & The Vanguard Black Messiah (US IMPORT) Vinyl / 12"" Album NEW",57.64,5.75,63.39,https://www.ebay.com.au/itm/115458755735?epid=9052229412&hash=item1ae1e0cc97:g:fFEAAOSw9OZiyHSX
312,D'Angelo And The Vanguard Black Messiah 1LP Vinyl Gatefold 2015 RCA,37.17,32.32,69.49000000000001,https://www.ebay.com.au/itm/185317179648?epid=208308364&hash=item2b25c3c100:g:EeYAAOSw1OhiG48t
313,"Peter Gabriel Don't Give Up UK 7"" vinyl single record PGS2",22.92,8.44,31.36,https://www.ebay.com.au/itm/393913577328?hash=item5bb7142f70:g:wtYAAOSwcD1h~QXS
314,"Peter Gabriel, Kate Bush ‎– Don't Give Up Virgin PGS 2 UK Vinyl 7inch 45 Single",20.03,0.0,20.03,https://www.ebay.com.au/itm/195152181049?hash=item2d6ff9f739:g:2O4AAOSwav9a5unZ
315,Peter Gabriel Up VINYL LP NEU,41.36,4.85,46.21,https://www.ebay.com.au/itm/284912010303?epid=233730508&hash=item425614443f:g:YToAAOSwJ-ti4ZdO
316,Peter Gabriel - Don't Give Up - Vinyl Record 7.. - Q8100A,20.42,26.12,46.540000000000006,https://www.ebay.com.au/itm/385001956067?epid=1423151288&hash=item59a3e7a2e3:g:LQ8AAOSwthhizMoC
317,"Peter Gabriel Don't Give Up 12"" vinyl single record (Maxi) UK",38.27,8.92,47.190000000000005,https://www.ebay.com.au/itm/275153485594?hash=item40106cff1a:g:iLYAAOSwC35h~Paw
318,Peter Gabriel Up VINYL LP NEW,41.8,5.75,47.55,https://www.ebay.com.au/itm/284911926907?epid=3052245178&hash=item425612fe7b:g:SwcAAOSwoSxi4X2e
319,Peter Gabriel - Don't Give Up - Vinyl Record 12.. - Q7441A,22.37,26.19,48.56,https://www.ebay.com.au/itm/385044066426?hash=item59a66a307a:g:DcUAAOSw0ypi7LoM
320,Peter Gabriel - Up [VINYL],45.02,3.84,48.86,https://www.ebay.com.au/itm/254194700424?epid=3052245178&hash=item3b2f2f5088:g:~~YAAOSwBqpfdd7T
321,"PETER GABRIEL & KATE BUSH don't give up-Framed original 7"" vinyl record",26.14,24.22,50.36,https://www.ebay.com.au/itm/165600305426?hash=item268e8c2112:g:WMQAAOSw-qNi4uuj
322,Peter Gabriel Up (US IMPORT) VINYL NEW,50.48,3.3,53.779999999999994,https://www.ebay.com.au/itm/115396435600?epid=24052296958&hash=item1ade29de90:g:Q1AAAOSwL4NijSDC
323,Peter Gabriel(Vinyl LP)Security-Geffen-GHS 2011-US-1982-Ex+/Ex,28.75,9.57,38.32,https://www.ebay.com.au/itm/313769655651?hash=item490e20fd63:g:R~wAAOSwjBphoPjF
324,"PETER GABRIEL Do It Yourself (D.I.Y) (1978 US promotional 7"" Vinyl Single EXCELL",23.0,17.26,40.260000000000005,https://www.ebay.com.au/itm/401696804716?hash=item5d86fecf6c:g:88MAAOSw5AhcUD6A
325,Peter Gabriel 1 (US IMPORT) VINYL NEW,38.6,3.3,41.9,https://www.ebay.com.au/itm/115354144366?epid=19050191956&hash=item1adba48e6e:g:oKgAAOSwlz1iYaj5
326,Peter Gabriel Peter Gabriel 2 US PR Atlantic Vinyl LP,31.55,11.72,43.27,https://www.ebay.com.au/itm/384934195650?hash=item599fddb1c2:g:ylEAAOSwCOhinjFA
327,Peter Gabriel 3: Melt (US IMPORT) VINYL NEW,41.89,3.3,45.19,https://www.ebay.com.au/itm/115474794388?epid=20052319729&hash=item1ae2d58794:g:hbwAAOSwFpxi3rj7
328,Peter Gabriel-Rated PG (US IMPORT) VINYL NEW,42.74,3.3,46.04,https://www.ebay.com.au/itm/114606475773?epid=16040241527&hash=item1aaf1409fd:g:ygAAAOSwZ5Vf7pti
329,Peter Gabriel 4 (US IMPORT) VINYL NEW,43.58,3.3,46.879999999999995,https://www.ebay.com.au/itm/115474793556?epid=21050176178&hash=item1ae2d58454:g:aUgAAOSwZ8Zi3rj0
330,Peter Gabriel-Rated PG (US IMPORT) VINYL LP NEW,45.09,3.3,48.39,https://www.ebay.com.au/itm/115283632533?epid=17050181563&hash=item1ad770a195:g:D8gAAOSwteJiJqGU
331,Peter Gabriel ‎– Peter Gabriel LP Vinyl Rock US 1978,21.1,28.77,49.870000000000005,https://www.ebay.com.au/itm/125150561191?hash=item1d238e03a7:g:n9EAAOSwxc9iC~7r
332,Peter Gabriel Secret World Live (US IMPORT) VINYL LP NEW,46.79,3.3,50.089999999999996,https://www.ebay.com.au/itm/115469216142?epid=14050189753&hash=item1ae280698e:g:4R4AAOSwlkRi1sq9
333,Primal Scream Screamadelica (US IMPORT) VINYL NEW,50.17,3.3,53.47,https://www.ebay.com.au/itm/115440251588?epid=27050157271&hash=item1ae0c672c4:g:CqcAAOSwkQpiteip
334,Primal Scream Screamadelica Vinyl NEU,49.9,4.85,54.75,https://www.ebay.com.au/itm/354177649146?epid=217524391&hash=item5276a209fa:g:T80AAOSwHAxi2Ipg
335,Primal Scream Screamadelica Vinyl NEW,50.58,5.75,56.33,https://www.ebay.com.au/itm/304570160351?epid=15052238318&hash=item46e9cbd4df:g:pAEAAOSwalJi2FhY
336,Primal Scream - Screamadelica [VINYL],52.5,3.84,56.34,https://www.ebay.com.au/itm/254194866304?epid=15052238318&hash=item3b2f31d880:g:uP8AAOSwb-JcrShX
337,Primal Scream Screamadelica (Importación USA) VINYL NUEVO,54.67,4.85,59.52,https://www.ebay.com.au/itm/115440248672?hash=item1ae0c66760:g:wi4AAOSwmpliteh7
338,Primal Scream Screamadelica VINYL NEW,56.14,4.92,61.06,https://www.ebay.com.au/itm/234600684700?epid=1350739039&hash=item369f4a5c9c:g:z-oAAOSwkaJitfIE
339,Primal Scream Screamadelica VINYL NEW,54.78,6.36,61.14,https://www.ebay.com.au/itm/295060437270?epid=22046044141&hash=item44b2f8f916:g:4d4AAOSw8RpitdNP
340,Primal Scream Screamadelica VINYL NUOVO,58.15,4.85,63.0,https://www.ebay.com.au/itm/115440255593?epid=1144973226&hash=item1ae0c68269:g:OCYAAOSwPlZitele
341,Primal Scream Screamadelica (US IMPORT) VINYL NEW,57.64,5.75,63.39,https://www.ebay.com.au/itm/115440142957?epid=15052238318&hash=item1ae0c4ca6d:g:l0YAAOSwgzVitdPY
342,Primal Scream - Screamadelica [VINYL],65.92,0.0,65.92,https://www.ebay.com.au/itm/275328034012?epid=27050157271&hash=item401ad464dc:g:VeUAAOSwB4Jetdhw
343,N/A,0.0,0.0,0.0,N/A
